fold,epoch,train_loss,val_acc
0,112,0.578182,0.801380
0,113,0.577964,0.796779
0,114,0.579280,0.799847
0,115,0.571653,0.799080
0,116,0.578394,0.802147
0,117,0.579557,0.799847
0,118,0.575438,0.799847
0,119,0.575658,0.799847
1,0,2.188929,0.305046
1,1,1.911717,0.447248
1,2,1.710412,0.486239
1,3,1.551403,0.543578
1,4,1.438742,0.536697
1,5,1.369119,0.581804
1,6,1.317815,0.569572
1,7,1.285187,0.558104
1,8,1.262115,0.587920
1,9,1.246928,0.580275
1,10,1.220372,0.597095
1,11,1.199178,0.600917
1,12,1.182288,0.605505
1,13,1.163170,0.617737
1,14,1.139070,0.598624
1,15,1.122412,0.588685
1,16,1.107498,0.653670
1,17,1.088315,0.649847
1,18,1.075084,0.665138
1,19,1.057455,0.646789
1,20,1.047630,0.657492
1,21,1.034859,0.681193
1,22,1.021151,0.680428
1,23,1.013357,0.702599
1,24,0.999501,0.679664
1,25,0.987114,0.687309
1,26,0.978438,0.701070
1,27,0.964890,0.701835
1,28,0.957298,0.711009
1,29,0.943451,0.699541
1,30,0.940109,0.718654
1,31,0.926151,0.713303
1,32,0.920566,0.732416
1,33,0.909100,0.708716
1,34,0.899544,0.726300
1,35,0.887832,0.735474
1,36,0.890259,0.737768
1,37,0.872616,0.719419
1,38,0.870116,0.733180
1,39,0.851749,0.755352
1,40,0.850464,0.758410
1,41,0.838945,0.720948
1,42,0.835192,0.752294
1,43,0.823511,0.747706
1,44,0.815148,0.763761
1,45,0.807287,0.760703
1,46,0.794955,0.763761
1,47,0.792655,0.740826
1,48,0.786239,0.762232
1,49,0.782979,0.768349
1,50,0.768023,0.780581
1,51,0.762125,0.755352
1,52,0.753298,0.756881
1,53,0.748868,0.768349
1,54,0.742083,0.767584
1,55,0.737657,0.766055
1,56,0.730037,0.761468
1,57,0.720488,0.774465
1,58,0.714013,0.773700
1,59,0.711235,0.780581
1,60,0.703227,0.786697
1,61,0.693320,0.773700
1,62,0.689782,0.777523
1,63,0.683264,0.782875
1,64,0.678862,0.793578
1,65,0.670642,0.774465
1,66,0.666520,0.785168
1,67,0.659233,0.788226
1,68,0.656526,0.792049
1,69,0.647213,0.781346
1,70,0.641936,0.803517
1,71,0.636803,0.785168
1,72,0.634942,0.799694
1,73,0.627232,0.782875
1,74,0.627679,0.804281
1,75,0.615373,0.792813
1,76,0.616706,0.797401
1,77,0.610465,0.805810
1,78,0.602984,0.798930
1,79,0.599382,0.808104
1,80,0.598677,0.795872
1,81,0.589934,0.798930
1,82,0.591138,0.797401
1,83,0.586734,0.808104
1,84,0.584546,0.803517
1,85,0.577748,0.798930
1,86,0.578061,0.802752
1,87,0.571378,0.809633
1,88,0.569595,0.789755
1,89,0.568125,0.804281
1,90,0.564505,0.816514
1,91,0.559444,0.804281
1,92,0.557312,0.811162
1,93,0.558626,0.814985
1,94,0.555044,0.811927
1,95,0.554970,0.818807
1,96,0.549228,0.808869
1,97,0.550443,0.809633
1,98,0.547145,0.823394
1,99,0.543380,0.821101
1,100,0.548165,0.814985
1,101,0.544217,0.817278
1,102,0.537095,0.816514
1,103,0.537024,0.814985
1,104,0.537805,0.812691
1,105,0.535364,0.814985
1,106,0.534525,0.815749
1,107,0.533487,0.821865
1,108,0.530586,0.817278
1,109,0.535019,0.820336
1,110,0.532527,0.821101
1,111,0.529803,0.815749
1,112,0.529176,0.817278
1,113,0.530544,0.815749
1,114,0.532954,0.817278
1,115,0.528342,0.820336
1,116,0.530439,0.817278
1,117,0.526410,0.817278
1,118,0.532532,0.816514
1,119,0.527269,0.816514
2,0,2.247997,0.358346
2,1,1.864975,0.426493
2,2,1.653271,0.535222
2,3,1.501576,0.535988
2,4,1.403558,0.557427
2,5,1.348394,0.535222
2,6,1.316057,0.566616
2,7,1.285721,0.575804
2,8,1.254400,0.605666
2,9,1.229623,0.590352
2,10,1.206667,0.618683
2,11,1.182263,0.617152
2,12,1.163931,0.625574
2,13,1.144164,0.620980
2,14,1.129931,0.647014
2,15,1.125100,0.629403
2,16,1.115731,0.643951
2,17,1.096951,0.649311
2,18,1.086332,0.616386
2,19,1.081422,0.671516
2,20,1.071460,0.661562
2,21,1.064089,0.663093
2,22,1.053676,0.628637
2,23,1.045273,0.665390
2,24,1.034261,0.683767
2,25,1.026877,0.679173
2,26,1.020504,0.674579
2,27,1.014175,0.679939
2,28,1.007343,0.679173
2,29,1.000690,0.681470
2,30,0.997396,0.650842
2,31,0.986532,0.690659
2,32,0.979000,0.690659
2,33,0.976135,0.688361
2,34,0.962986,0.682236
2,35,0.962001,0.683767
2,36,0.956517,0.698315
2,37,0.951071,0.696784
2,38,0.941039,0.698315
2,39,0.934285,0.712864
2,40,0.928775,0.709035
2,41,0.927804,0.716692
2,42,0.911671,0.690659
2,43,0.911984,0.709801
2,44,0.898495,0.718989
2,45,0.896485,0.725115
2,46,0.885912,0.695253
2,47,0.884421,0.715161
2,48,0.875402,0.712098
2,49,0.872389,0.727412
2,50,0.864393,0.713629
2,51,0.856709,0.735069
2,52,0.850602,0.718989
2,53,0.847145,0.728178
2,54,0.839386,0.730475
2,55,0.834979,0.740429
2,56,0.832397,0.718989
2,57,0.820613,0.726646
2,58,0.815451,0.735069
2,59,0.812176,0.735835
2,60,0.804277,0.744257
2,61,0.797361,0.722818
2,62,0.791784,0.751149
2,63,0.790007,0.757274
2,64,0.781311,0.747320
2,65,0.779898,0.741194
2,66,0.770541,0.749617
2,67,0.766204,0.741194
2,68,0.766040,0.740429
2,69,0.761338,0.752680
2,70,0.757216,0.744257
2,71,0.749913,0.746554
2,72,0.748962,0.757274
2,73,0.740671,0.762634
2,74,0.735094,0.754977
2,75,0.735017,0.759571
2,76,0.726668,0.761868
2,77,0.728341,0.764165
2,78,0.720253,0.761868
2,79,0.717357,0.767228
2,80,0.715113,0.756508
2,81,0.711374,0.766463
2,82,0.705282,0.762634
2,83,0.700662,0.770291
2,84,0.698017,0.771822
2,85,0.697950,0.764931
2,86,0.691967,0.761103
2,87,0.689708,0.769525
2,88,0.688453,0.771057
2,89,0.685922,0.759571
2,90,0.683077,0.774119
2,91,0.678683,0.764165
2,92,0.676555,0.769525
2,93,0.673957,0.772588
2,94,0.676503,0.772588
2,95,0.674263,0.770291
2,96,0.667437,0.774119
2,97,0.668168,0.771057
2,98,0.666012,0.774119
2,99,0.663298,0.771822
2,100,0.662419,0.776417
2,101,0.662010,0.773354
2,102,0.657397,0.777182
2,103,0.655125,0.776417
2,104,0.658840,0.775651
2,105,0.652141,0.773354
2,106,0.655786,0.768760
2,107,0.655138,0.767994
2,108,0.654585,0.775651
2,109,0.650838,0.776417
2,110,0.652542,0.777948
2,111,0.653390,0.777948
2,112,0.650172,0.777182
2,113,0.652027,0.777182
2,114,0.651050,0.778714
2,115,0.647832,0.778714
2,116,0.650017,0.779479
2,117,0.651632,0.779479
2,118,0.648717,0.777948
2,119,0.648124,0.777948
3,0,2.286953,0.285605
3,1,1.906284,0.392802
3,2,1.667882,0.490046
3,3,1.516581,0.493109
3,4,1.421719,0.535222
3,5,1.357029,0.542113
3,6,1.318496,0.567381
3,7,1.292447,0.544410
3,8,1.270355,0.535222
3,9,1.250674,0.567381
3,10,1.226891,0.561256
3,11,1.212405,0.602603
3,12,1.190450,0.593415
3,13,1.178859,0.600306
3,14,1.153214,0.581164
3,15,1.150001,0.612557
3,16,1.129362,0.591884
3,17,1.115360,0.610260
3,18,1.099872,0.619449
3,19,1.084434,0.598009
3,20,1.075527,0.642420
3,21,1.053451,0.666156
3,22,1.039867,0.599541
3,23,1.027667,0.673047
3,24,1.009757,0.669219
3,25,0.999665,0.678407
3,26,0.984727,0.680704
3,27,0.971883,0.678407
3,28,0.960804,0.693721
3,29,0.949699,0.685299
3,30,0.946104,0.684533
3,31,0.929956,0.694487
3,32,0.922505,0.688361
3,33,0.914284,0.643185
3,34,0.906492,0.694487
3,35,0.889499,0.696018
3,36,0.881849,0.679173
3,37,0.875979,0.693721
3,38,0.867826,0.696784
3,39,0.860354,0.689127
3,40,0.846824,0.705207
3,41,0.844279,0.699847
3,42,0.839175,0.702910
3,43,0.828967,0.707504
3,44,0.821184,0.702910
3,45,0.812679,0.702144
3,46,0.807543,0.712864
3,47,0.803233,0.712864
3,48,0.791636,0.721286
3,49,0.788996,0.718224
3,50,0.781295,0.703675
3,51,0.770881,0.722818
3,52,0.768732,0.726646
3,53,0.752284,0.719755
3,54,0.748877,0.731240
3,55,0.744737,0.710567
3,56,0.735491,0.710567
3,57,0.731431,0.728943
3,58,0.722061,0.736600
3,59,0.715920,0.723583
3,60,0.710141,0.721286
3,61,0.707984,0.728943
3,62,0.696589,0.733537
3,63,0.695242,0.733537
3,64,0.682764,0.741194
3,65,0.681971,0.737366
3,66,0.674517,0.744257
3,67,0.670844,0.737366
3,68,0.663690,0.746554
3,69,0.660244,0.735069
3,70,0.654080,0.742726
3,71,0.649346,0.732006
3,72,0.645739,0.746554
3,73,0.641786,0.740429
3,74,0.636445,0.747320
3,75,0.633324,0.748086
3,76,0.627573,0.757274
3,77,0.620252,0.752680
3,78,0.615851,0.748851
3,79,0.616616,0.737366
3,80,0.606214,0.742726
3,81,0.603644,0.754211
3,82,0.599006,0.764931
3,83,0.600988,0.755743
3,84,0.594460,0.748851
3,85,0.593059,0.755743
3,86,0.588764,0.758806
3,87,0.588011,0.753446
3,88,0.582335,0.754977
3,89,0.582782,0.749617
3,90,0.576714,0.758040
3,91,0.574319,0.758806
3,92,0.572049,0.758040
3,93,0.568543,0.762634
3,94,0.565279,0.759571
3,95,0.563295,0.751149
3,96,0.564168,0.761103
3,97,0.561926,0.754211
3,98,0.561066,0.759571
3,99,0.559095,0.761103
3,100,0.555831,0.764165
3,101,0.554335,0.758040
3,102,0.551950,0.755743
3,103,0.548985,0.762634
3,104,0.550613,0.758040
3,105,0.549779,0.754977
3,106,0.545287,0.761103
3,107,0.547489,0.758806
4,0,2.285720,0.325688
4,1,1.903690,0.503058
4,2,1.662474,0.522171
4,3,1.513233,0.545107
4,4,1.413456,0.560398
4,5,1.353770,0.571865
4,6,1.308567,0.584862
4,7,1.285521,0.579511
4,8,1.259343,0.582569
4,9,1.239862,0.600153
4,10,1.218172,0.600153
4,11,1.200569,0.612385
4,12,1.177556,0.589450
4,13,1.153669,0.603976
4,14,1.142771,0.642202
4,15,1.128841,0.621560
4,16,1.121873,0.649083
4,17,1.110780,0.640673
4,18,1.109291,0.650612
4,19,1.097867,0.653670
4,20,1.081762,0.622324
4,21,1.077801,0.665902
4,22,1.063481,0.676606
4,23,1.050682,0.647554
4,24,1.047555,0.652141
4,25,1.032641,0.673547
4,26,1.023230,0.668196
4,27,1.012546,0.644495
4,28,1.006231,0.667431
4,29,0.992969,0.678135
4,30,0.989181,0.692661
4,31,0.973806,0.702599
4,32,0.962622,0.707951
4,33,0.957771,0.709480
4,34,0.946674,0.708716
4,35,0.935494,0.710245
4,36,0.930157,0.717125
4,37,0.921023,0.722477
4,38,0.917341,0.709480
4,39,0.909382,0.713303
4,40,0.899855,0.713303
4,41,0.896926,0.733180
4,42,0.887449,0.717890
4,43,0.884516,0.737768
4,44,0.871072,0.717125
4,45,0.872225,0.732416
4,46,0.863934,0.734710
4,47,0.860164,0.741590
4,48,0.848095,0.733945
4,49,0.846256,0.748471
4,50,0.839036,0.751529
4,51,0.829967,0.746177
4,52,0.823169,0.756881
4,53,0.822122,0.764526
4,54,0.814028,0.742355
4,55,0.809071,0.753058
4,56,0.799180,0.756116
4,57,0.798268,0.765290
4,58,0.790316,0.762232
4,59,0.787495,0.766820
4,60,0.780452,0.762232
4,61,0.776914,0.771407
4,62,0.768629,0.775994
4,63,0.766625,0.765290
4,64,0.760170,0.763761
4,65,0.753020,0.766820
4,66,0.749586,0.778287
4,67,0.746681,0.779052
4,68,0.741548,0.785168
4,69,0.732514,0.787462
4,70,0.734568,0.779817
4,71,0.724040,0.782875
4,72,0.721006,0.785933
4,73,0.719727,0.790520
4,74,0.714238,0.788991
4,75,0.708779,0.792813
4,76,0.700349,0.788226
4,77,0.704209,0.781346
4,78,0.700939,0.798930
4,79,0.694978,0.796636
4,80,0.690179,0.801223
4,81,0.688942,0.783639
4,82,0.682940,0.797401
4,83,0.682809,0.789755
4,84,0.681097,0.792813
4,85,0.672822,0.799694
4,86,0.670445,0.809633
4,87,0.672694,0.820336
4,88,0.665805,0.793578
4,89,0.661141,0.795107
4,90,0.660093,0.802752
4,91,0.660751,0.807339
4,92,0.656724,0.804281
4,93,0.652861,0.802752
4,94,0.650416,0.806575
4,95,0.650281,0.804281
4,96,0.648450,0.805810
4,97,0.647120,0.800459
4,98,0.644164,0.796636
4,99,0.641373,0.812691
4,100,0.644429,0.805810
4,101,0.637981,0.799694
4,102,0.638662,0.813456
4,103,0.639052,0.805046
4,104,0.633871,0.808869
4,105,0.635248,0.805810
4,106,0.634187,0.804281
4,107,0.632142,0.811162
4,108,0.631381,0.802752
4,109,0.633021,0.809633
4,110,0.631012,0.805810
4,111,0.632529,0.809633
4,112,0.630379,0.809633
